":ID","id","name","chunk_index:long",":LABEL"
"58","8c24316b-a4f3-44f4-b755-5b9fb0f127e7:4","Reputation, financial performance impact","3","__KGBuilder__;__Entity__;RiskFactor"
"60","be386a16-9fd4-4f08-89d8-ac58904b4124:1","Macroeconomic and Industry Risks","4","__KGBuilder__;__Entity__;RiskFactor"
"61","be386a16-9fd4-4f08-89d8-ac58904b4124:2","Adverse macroeconomic conditions","4","__KGBuilder__;__Entity__;RiskFactor"
"62","be386a16-9fd4-4f08-89d8-ac58904b4124:3","Political events, trade and other international disputes, war, terrorism, natural disasters, public health issues, industrial accidents and other business interruptions","4","__KGBuilder__;__Entity__;RiskFactor"
"64","e0b10734-4690-43fe-a1ca-ce82f2a98625:1","interruptions in international commerce and the global economy","5","__KGBuilder__;__Entity__;RiskFactor"
"65","e0b10734-4690-43fe-a1ca-ce82f2a98625:2","restrictions on international trade","5","__KGBuilder__;__Entity__;RiskFactor"
"66","e0b10734-4690-43fe-a1ca-ce82f2a98625:3","political uncertainty","5","__KGBuilder__;__Entity__;RiskFactor"
"67","e0b10734-4690-43fe-a1ca-ce82f2a98625:4","natural disasters","5","__KGBuilder__;__Entity__;RiskFactor"
"68","e0b10734-4690-43fe-a1ca-ce82f2a98625:5","cybersecurity attacks","5","__KGBuilder__;__Entity__;RiskFactor"
"69","e0b10734-4690-43fe-a1ca-ce82f2a98625:6","industrial accidents","5","__KGBuilder__;__Entity__;RiskFactor"
"70","e0b10734-4690-43fe-a1ca-ce82f2a98625:7","global climate change","5","__KGBuilder__;__Entity__;RiskFactor"
"73","d2200110-5554-4165-8519-151346712339:2","pandemics such as COVID-19","6","__KGBuilder__;__Entity__;RiskFactor"
"74","d2200110-5554-4165-8519-151346712339:3","aggressive price competition","6","__KGBuilder__;__Entity__;RiskFactor"
"75","d2200110-5554-4165-8519-151346712339:4","infringing on intellectual property","6","__KGBuilder__;__Entity__;RiskFactor"
"81","27dba979-c814-47bc-80c9-b246db95b909:1","intense competition","7","__KGBuilder__;__Entity__;RiskFactor"
"82","27dba979-c814-47bc-80c9-b246db95b909:2","frequent product introductions and transitions","7","__KGBuilder__;__Entity__;RiskFactor"
"83","27dba979-c814-47bc-80c9-b246db95b909:3","dependence on outsourcing partners","7","__KGBuilder__;__Entity__;RiskFactor"
"84","27a57da7-0881-45e6-a565-cd6af850a252:0","diminished control over production and distribution","8","__KGBuilder__;__Entity__;RiskFactor"
"85","27a57da7-0881-45e6-a565-cd6af850a252:1","product defect liabilities","8","__KGBuilder__;__Entity__;RiskFactor"
"86","27a57da7-0881-45e6-a565-cd6af850a252:2","violations of supplier code of conduct","8","__KGBuilder__;__Entity__;RiskFactor"
"87","27a57da7-0881-45e6-a565-cd6af850a252:3","disruptions in manufacturing or logistics","8","__KGBuilder__;__Entity__;RiskFactor"
"88","27a57da7-0881-45e6-a565-cd6af850a252:4","financial problems of outsourcing partners or suppliers","8","__KGBuilder__;__Entity__;RiskFactor"
"89","27a57da7-0881-45e6-a565-cd6af850a252:5","significant supply and pricing risks","8","__KGBuilder__;__Entity__;RiskFactor"
"90","27a57da7-0881-45e6-a565-cd6af850a252:6","high demand and shortages in the global semiconductor industry","8","__KGBuilder__;__Entity__;RiskFactor"
"91","27a57da7-0881-45e6-a565-cd6af850a252:7","poor financial conditions of component suppliers","8","__KGBuilder__;__Entity__;RiskFactor"
"92","27a57da7-0881-45e6-a565-cd6af850a252:8","adverse economic conditions","8","__KGBuilder__;__Entity__;RiskFactor"
"95","10ac4c37-0efd-41d2-8e12-1b19e5f5f0dd:1","supply shortages and price increases","9","__KGBuilder__;__Entity__;RiskFactor"
"96","10ac4c37-0efd-41d2-8e12-1b19e5f5f0dd:2","design and manufacturing defects","9","__KGBuilder__;__Entity__;RiskFactor"
"97","10ac4c37-0efd-41d2-8e12-1b19e5f5f0dd:3","product liability claims","9","__KGBuilder__;__Entity__;RiskFactor"
"98","10ac4c37-0efd-41d2-8e12-1b19e5f5f0dd:4","write-downs on the value of inventory and other assets","9","__KGBuilder__;__Entity__;RiskFactor"
"100","a9bb55d9-f7d2-4999-acd5-67ed2874780c:1","product obsolescence","10","__KGBuilder__;__Entity__;RiskFactor"
"101","a9bb55d9-f7d2-4999-acd5-67ed2874780c:2","forecasting excess or insufficient components","10","__KGBuilder__;__Entity__;RiskFactor"
"102","a9bb55d9-f7d2-4999-acd5-67ed2874780c:3","infringement of intellectual property rights","10","__KGBuilder__;__Entity__;RiskFactor"
"103","a9bb55d9-f7d2-4999-acd5-67ed2874780c:4","availability of third-party software applications","10","__KGBuilder__;__Entity__;RiskFactor"
"105","52ab5bcf-1120-4090-a905-fa5ff3143c5f:1","Failure to obtain or create digital content that appeals to the Company's customers","11","__KGBuilder__;__Entity__;RiskFactor"
"106","52ab5bcf-1120-4090-a905-fa5ff3143c5f:2","Failure to make digital content available on commercially reasonable terms","11","__KGBuilder__;__Entity__;RiskFactor"
"107","52ab5bcf-1120-4090-a905-fa5ff3143c5f:3","Changes due to competition, market conditions, legal and regulatory requirements affecting the App Store","11","__KGBuilder__;__Entity__;RiskFactor"
"108","52ab5bcf-1120-4090-a905-fa5ff3143c5f:4","Litigation and investigations relating to the App Store","11","__KGBuilder__;__Entity__;RiskFactor"
"109","52ab5bcf-1120-4090-a905-fa5ff3143c5f:5","Reductions in the rate of commission or changes affecting commission scope or existence","11","__KGBuilder__;__Entity__;RiskFactor"
"113","52ab5bcf-1120-4090-a905-fa5ff3143c5f:9","Developers focusing efforts on competing platforms","11","__KGBuilder__;__Entity__;RiskFactor"
"115","fd1a0a4d-e4c8-4df4-9838-dd7494cc22bf:1","Information technology system failures and network disruptions","13","__KGBuilder__;__Entity__;RiskFactor"
"116","fd1a0a4d-e4c8-4df4-9838-dd7494cc22bf:2","Losses or unauthorized access to or releases of confidential information","13","__KGBuilder__;__Entity__;RiskFactor"
"117","fd1a0a4d-e4c8-4df4-9838-dd7494cc22bf:3","Malicious attacks and unauthorized access attempts","13","__KGBuilder__;__Entity__;RiskFactor"
"119","b2e85bf0-f414-4ac9-b042-be8489b056fb:1","malicious attacks","14","__KGBuilder__;__Entity__;RiskFactor"
"120","b2e85bf0-f414-4ac9-b042-be8489b056fb:2","investment in new business strategies and acquisitions","14","__KGBuilder__;__Entity__;RiskFactor"
"121","b2e85bf0-f414-4ac9-b042-be8489b056fb:3","risks and uncertainties related to retail operations","14","__KGBuilder__;__Entity__;RiskFactor"
"123","3796a497-e264-460d-bdbb-cec3e73969c5:1","Legal and Regulatory Compliance Risks","15","__KGBuilder__;__Entity__;RiskFactor"
"124","3796a497-e264-460d-bdbb-cec3e73969c5:2","Patent claims relating to cellular-enabled products","15","__KGBuilder__;__Entity__;RiskFactor"
"126","5a9167ae-89d7-4f77-b570-79facda5ae85:1","complex and changing laws and regulations","16","__KGBuilder__;__Entity__;RiskFactor"
"127","5a9167ae-89d7-4f77-b570-79facda5ae85:2","regulatory changes and other actions","16","__KGBuilder__;__Entity__;RiskFactor"
"128","5a9167ae-89d7-4f77-b570-79facda5ae85:3","expectations relating to environmental, social and governance considerations","16","__KGBuilder__;__Entity__;RiskFactor"
"130","735501f3-21d0-42d4-b6e7-9b50de6ad7e2:1","intense media, political and regulatory scrutiny","17","__KGBuilder__;__Entity__;RiskFactor"
"131","735501f3-21d0-42d4-b6e7-9b50de6ad7e2:2","antitrust investigations","17","__KGBuilder__;__Entity__;RiskFactor"
"132","735501f3-21d0-42d4-b6e7-9b50de6ad7e2:3","environmental, social and governance considerations","17","__KGBuilder__;__Entity__;RiskFactor"
"134","55970acb-d0c7-41ac-ad6c-a7feb28f6123:1","Investigations and litigation","18","__KGBuilder__;__Entity__;RiskFactor"
"135","55970acb-d0c7-41ac-ad6c-a7feb28f6123:2","Compliance with data protection laws","18","__KGBuilder__;__Entity__;RiskFactor"
"136","55970acb-d0c7-41ac-ad6c-a7feb28f6123:3","Reputational impacts","18","__KGBuilder__;__Entity__;RiskFactor"
"137","55970acb-d0c7-41ac-ad6c-a7feb28f6123:4","Penalties and legal liability","18","__KGBuilder__;__Entity__;RiskFactor"
"139","8e2911e4-c0c4-4748-92eb-739a1c32b9e1:1","Payment card data security standards compliance","19","__KGBuilder__;__Entity__;RiskFactor"
"141","8e2911e4-c0c4-4748-92eb-739a1c32b9e1:3","pricing pressures and product pricing actions","19","__KGBuilder__;__Entity__;RiskFactor"
"142","8e2911e4-c0c4-4748-92eb-739a1c32b9e1:4","supply shortages","19","__KGBuilder__;__Entity__;RiskFactor"
"143","8e2911e4-c0c4-4748-92eb-739a1c32b9e1:5","potential increases in component costs","19","__KGBuilder__;__Entity__;RiskFactor"
"147","8e2911e4-c0c4-4748-92eb-739a1c32b9e1:9","foreign exchange rate fluctuations","19","__KGBuilder__;__Entity__;RiskFactor"
"149","f2acb57c-ad6a-467c-b2e6-7b155e0ee029:1","credit risk and fluctuations in the values of its investment portfolio","20","__KGBuilder__;__Entity__;RiskFactor"
"150","f2acb57c-ad6a-467c-b2e6-7b155e0ee029:2","credit risk on its trade accounts receivable, vendor non-trade receivables and prepayments related to long-term supply agreements","20","__KGBuilder__;__Entity__;RiskFactor"
"151","f2acb57c-ad6a-467c-b2e6-7b155e0ee029:3","exposure to credit and collectibility risk on its trade receivables","20","__KGBuilder__;__Entity__;RiskFactor"
"153","ed6e7a8a-5b40-43d5-befe-e56c1b317509:1","Credit risk","21","__KGBuilder__;__Entity__;RiskFactor"
"154","ed6e7a8a-5b40-43d5-befe-e56c1b317509:2","Tax rate changes","21","__KGBuilder__;__Entity__;RiskFactor"
"155","ed6e7a8a-5b40-43d5-befe-e56c1b317509:3","Tax liabilities","21","__KGBuilder__;__Entity__;RiskFactor"
"156","ed6e7a8a-5b40-43d5-befe-e56c1b317509:4","Volatility of stock price","21","__KGBuilder__;__Entity__;RiskFactor"
"162","31a8e016-6023-4b00-875c-c7fe560526d1:5","macroeconomic conditions","22","__KGBuilder__;__Entity__;RiskFactor"
"222","d6868166-7b83-4839-b187-68375587e081:5","uncertain tax positions","25","__KGBuilder__;__Entity__;RiskFactor"
"223","d6868166-7b83-4839-b187-68375587e081:6","various legal proceedings and claims","25","__KGBuilder__;__Entity__;RiskFactor"
"224","d6868166-7b83-4839-b187-68375587e081:7","market risk from interest rates and foreign exchange","25","__KGBuilder__;__Entity__;RiskFactor"
"226","a33f4810-16de-4876-9254-c9542b8d0a62:1","Interest Rate Risk","26","__KGBuilder__;__Entity__;RiskFactor"
"227","a33f4810-16de-4876-9254-c9542b8d0a62:2","Foreign Exchange Rate Risk","26","__KGBuilder__;__Entity__;RiskFactor"
"313","bf054a7a-6570-4731-a70a-0784e78b5f8f:14","Racial Injustice","3","__KGBuilder__;__Entity__;RiskFactor"
"314","bf054a7a-6570-4731-a70a-0784e78b5f8f:15","Inequity","3","__KGBuilder__;__Entity__;RiskFactor"
"316","90e6d4bd-0252-4cca-aab0-fcc36d69a4dc:1","racial equity and fairness in the justice system","4","__KGBuilder__;__Entity__;RiskFactor"
"317","90e6d4bd-0252-4cca-aab0-fcc36d69a4dc:2","affordable broadband, devices, and digital literacy","4","__KGBuilder__;__Entity__;RiskFactor"
"382","6d16c9a0-7916-4a29-9bfd-376f6ae86ec1:8","Piracy","11","__KGBuilder__;__Entity__;RiskFactor"
"419","ebb922df-cc08-43f5-a882-09b8c7e8bcb4:1","Intense competition across all markets","19","__KGBuilder__;__Entity__;RiskFactor"
"420","ebb922df-cc08-43f5-a882-09b8c7e8bcb4:2","Competition in the technology sector","19","__KGBuilder__;__Entity__;RiskFactor"
"421","ebb922df-cc08-43f5-a882-09b8c7e8bcb4:3","Competition among platform-based ecosystems","19","__KGBuilder__;__Entity__;RiskFactor"
"423","a0e2b2e3-d576-4e36-aed6-eb8a3cbd7c2e:1","Competition with business models","20","__KGBuilder__;__Entity__;RiskFactor"
"424","a0e2b2e3-d576-4e36-aed6-eb8a3cbd7c2e:2","Cost of converting ideas to software products","20","__KGBuilder__;__Entity__;RiskFactor"
"425","a0e2b2e3-d576-4e36-aed6-eb8a3cbd7c2e:3","Investment in AI development","20","__KGBuilder__;__Entity__;RiskFactor"
"426","a0e2b2e3-d576-4e36-aed6-eb8a3cbd7c2e:4","Open source competition","20","__KGBuilder__;__Entity__;RiskFactor"
"427","a0e2b2e3-d576-4e36-aed6-eb8a3cbd7c2e:5","Decreased sales volumes","20","__KGBuilder__;__Entity__;RiskFactor"
"428","a0e2b2e3-d576-4e36-aed6-eb8a3cbd7c2e:6","Execution and competitive risks in cloud-based services","20","__KGBuilder__;__Entity__;RiskFactor"
"430","f0b104a7-4d57-4a4f-af2a-06065f9658ba:1","execution and competitive risks","21","__KGBuilder__;__Entity__;RiskFactor"
"431","f0b104a7-4d57-4a4f-af2a-06065f9658ba:2","enhanced risks in specific industries and customers for cloud services","21","__KGBuilder__;__Entity__;RiskFactor"
"432","f0b104a7-4d57-4a4f-af2a-06065f9658ba:3","reduced operating margins due to infrastructure costs","21","__KGBuilder__;__Entity__;RiskFactor"
"433","f0b104a7-4d57-4a4f-af2a-06065f9658ba:4","failure to generate sufficient usage of new products and services","21","__KGBuilder__;__Entity__;RiskFactor"
"434","f0b104a7-4d57-4a4f-af2a-06065f9658ba:5","impact on revenue from fraudulent or abusive activities","21","__KGBuilder__;__Entity__;RiskFactor"
"450","4cba6e5e-0310-49db-8f6f-3524edcae6ef:12","Significant delays in new releases","22","__KGBuilder__;__Entity__;RiskFactor"
"451","4cba6e5e-0310-49db-8f6f-3524edcae6ef:13","Acquisitions and other transactions do not advance business strategy","22","__KGBuilder__;__Entity__;RiskFactor"
"456","4cefa501-04d8-45f8-96d6-26369d7ae032:0","Cyberattacks and security vulnerabilities","23","__KGBuilder__;__Entity__;RiskFactor"
"458","4cefa501-04d8-45f8-96d6-26369d7ae032:2","Impairment of goodwill or amortizable intangible assets","23","__KGBuilder__;__Entity__;RiskFactor"
"459","4cefa501-04d8-45f8-96d6-26369d7ae032:3","Nation-state attacks","23","__KGBuilder__;__Entity__;RiskFactor"
"461","b16ab62b-e794-45d1-abda-82cf85d1df62:1","Supply chain cyberattacks","24","__KGBuilder__;__Entity__;RiskFactor"
"462","b16ab62b-e794-45d1-abda-82cf85d1df62:2","Emerging cybersecurity regulations","24","__KGBuilder__;__Entity__;RiskFactor"
"463","b16ab62b-e794-45d1-abda-82cf85d1df62:3","Security threats to products and services","24","__KGBuilder__;__Entity__;RiskFactor"
"464","b16ab62b-e794-45d1-abda-82cf85d1df62:4","Vulnerabilities in software","24","__KGBuilder__;__Entity__;RiskFactor"
"465","b16ab62b-e794-45d1-abda-82cf85d1df62:5","Unanticipated security threats from generative AI","24","__KGBuilder__;__Entity__;RiskFactor"
"467","8f22c43e-3a0d-4695-8725-6587416b4b95:1","Cyberattacks","25","__KGBuilder__;__Entity__;RiskFactor"
"468","8f22c43e-3a0d-4695-8725-6587416b4b95:2","Security vulnerabilities","25","__KGBuilder__;__Entity__;RiskFactor"
"469","8f22c43e-3a0d-4695-8725-6587416b4b95:3","Data corruption issues","25","__KGBuilder__;__Entity__;RiskFactor"
"470","8f22c43e-3a0d-4695-8725-6587416b4b95:4","Reduced performance","25","__KGBuilder__;__Entity__;RiskFactor"
"473","048daa53-5cf8-4eb7-9e7d-f9301a3ec2aa:1","Security vulnerability","26","__KGBuilder__;__Entity__;RiskFactor"
"474","048daa53-5cf8-4eb7-9e7d-f9301a3ec2aa:2","Data breach","26","__KGBuilder__;__Entity__;RiskFactor"
"475","048daa53-5cf8-4eb7-9e7d-f9301a3ec2aa:3","Improper disclosure or misuse of data","26","__KGBuilder__;__Entity__;RiskFactor"
"476","048daa53-5cf8-4eb7-9e7d-f9301a3ec2aa:4","Governmental data requests","26","__KGBuilder__;__Entity__;RiskFactor"
"477","048daa53-5cf8-4eb7-9e7d-f9301a3ec2aa:5","Abuse of platforms","26","__KGBuilder__;__Entity__;RiskFactor"
"486","17021862-04d3-4de9-bff4-1416b20ba816:1","digital safety abuses","27","__KGBuilder__;__Entity__;RiskFactor"
"487","17021862-04d3-4de9-bff4-1416b20ba816:2","IoT security, privacy, and execution risks","27","__KGBuilder__;__Entity__;RiskFactor"
"488","17021862-04d3-4de9-bff4-1416b20ba816:3","AI reputational or competitive harm or liability","27","__KGBuilder__;__Entity__;RiskFactor"
"491","0ecc378a-823f-4318-bd17-22b9de203d25:0","ineffective or inadequate AI development or deployment practices","28","__KGBuilder__;__Entity__;RiskFactor"
"492","0ecc378a-823f-4318-bd17-22b9de203d25:1","competitive harm, regulatory action, legal liability","28","__KGBuilder__;__Entity__;RiskFactor"
"493","0ecc378a-823f-4318-bd17-22b9de203d25:2","ethical issues or broad impacts on society by AI scenarios","28","__KGBuilder__;__Entity__;RiskFactor"
"494","0ecc378a-823f-4318-bd17-22b9de203d25:3","excessive outages, data losses, and disruptions of online services","28","__KGBuilder__;__Entity__;RiskFactor"
"495","0ecc378a-823f-4318-bd17-22b9de203d25:4","quality or supply problems with hardware products","28","__KGBuilder__;__Entity__;RiskFactor"
"509","bc1d8fed-1155-4be8-9060-a866d6373f62:1","design defects and product liability","29","__KGBuilder__;__Entity__;RiskFactor"
"510","bc1d8fed-1155-4be8-9060-a866d6373f62:2","supply chain disruptions","29","__KGBuilder__;__Entity__;RiskFactor"
"511","bc1d8fed-1155-4be8-9060-a866d6373f62:3","legal, regulatory, and litigation risks","29","__KGBuilder__;__Entity__;RiskFactor"
"515","bc1d8fed-1155-4be8-9060-a866d6373f62:7","competition law scrutiny","29","__KGBuilder__;__Entity__;RiskFactor"
"517","3eab2be4-c8ad-4407-98f4-f93945491163:1","Anti-Corruption Laws compliance issues","30","__KGBuilder__;__Entity__;RiskFactor"
"518","3eab2be4-c8ad-4407-98f4-f93945491163:2","Competition law actions","30","__KGBuilder__;__Entity__;RiskFactor"
"519","3eab2be4-c8ad-4407-98f4-f93945491163:3","Increased costs and fines from trade laws","30","__KGBuilder__;__Entity__;RiskFactor"
"520","3eab2be4-c8ad-4407-98f4-f93945491163:4","Impact of economic sanctions","30","__KGBuilder__;__Entity__;RiskFactor"
"522","3fcfca64-21be-4b36-82b4-c02f091da5ff:1","Non-compliance with data privacy laws such as GDPR","31","__KGBuilder__;__Entity__;RiskFactor"
"523","3fcfca64-21be-4b36-82b4-c02f091da5ff:2","Legal challenges to data transfer frameworks like EU-U.S. Data Privacy Framework","31","__KGBuilder__;__Entity__;RiskFactor"
"524","3fcfca64-21be-4b36-82b4-c02f091da5ff:3","Regulatory developments impacting data use and monetization","31","__KGBuilder__;__Entity__;RiskFactor"
"526","9396aeb7-8429-4222-b9c9-fac33d34bb8e:1","Existing and increasing legal and regulatory requirements","32","__KGBuilder__;__Entity__;RiskFactor"
"527","9396aeb7-8429-4222-b9c9-fac33d34bb8e:2","Noncompliance with laws and regulations","32","__KGBuilder__;__Entity__;RiskFactor"
"528","9396aeb7-8429-4222-b9c9-fac33d34bb8e:3","Adverse outcomes from claims and lawsuits","32","__KGBuilder__;__Entity__;RiskFactor"
"530","9396aeb7-8429-4222-b9c9-fac33d34bb8e:5","Claims arising from major new product releases","32","__KGBuilder__;__Entity__;RiskFactor"
"531","9396aeb7-8429-4222-b9c9-fac33d34bb8e:6","AI services regulation in EU","32","__KGBuilder__;__Entity__;RiskFactor"
"533","85df517e-330a-4c09-945f-b85cbabc88d0:1","Government contracts risks","33","__KGBuilder__;__Entity__;RiskFactor"
"534","85df517e-330a-4c09-945f-b85cbabc88d0:2","Additional tax liabilities","33","__KGBuilder__;__Entity__;RiskFactor"
"536","aeabe060-d89c-4bf7-b59c-13caa4c2e3f3:1","Intellectual Property Risks","34","__KGBuilder__;__Entity__;RiskFactor"
"537","aeabe060-d89c-4bf7-b59c-13caa4c2e3f3:2","General Risks","34","__KGBuilder__;__Entity__;RiskFactor"
"538","aeabe060-d89c-4bf7-b59c-13caa4c2e3f3:3","Economic or Market Conditions","34","__KGBuilder__;__Entity__;RiskFactor"
"539","41b4e917-9611-4213-a068-01f3d74d726a:0","Adverse economic or market conditions","35","__KGBuilder__;__Entity__;RiskFactor"
"540","41b4e917-9611-4213-a068-01f3d74d726a:1","Catastrophic events or geopolitical conditions","35","__KGBuilder__;__Entity__;RiskFactor"
"541","41b4e917-9611-4213-a068-01f3d74d726a:2","Global financial market decline","35","__KGBuilder__;__Entity__;RiskFactor"
"542","41b4e917-9611-4213-a068-01f3d74d726a:3","Abrupt political change, terrorist activity, and armed conflict","35","__KGBuilder__;__Entity__;RiskFactor"
"543","41b4e917-9611-4213-a068-01f3d74d726a:4","Geopolitical instability","35","__KGBuilder__;__Entity__;RiskFactor"
"544","41b4e917-9611-4213-a068-01f3d74d726a:5","Regional epidemics or global pandemic","35","__KGBuilder__;__Entity__;RiskFactor"
"547","d5cf3b52-4901-4f7f-8119-5005a571ddca:1","regional epidemics or a global pandemic","36","__KGBuilder__;__Entity__;RiskFactor"
"548","d5cf3b52-4901-4f7f-8119-5005a571ddca:2","climate change","36","__KGBuilder__;__Entity__;RiskFactor"
"549","d5cf3b52-4901-4f7f-8119-5005a571ddca:3","operational and economic risks","36","__KGBuilder__;__Entity__;RiskFactor"
"550","d5cf3b52-4901-4f7f-8119-5005a571ddca:4","competitive market for skilled workers","36","__KGBuilder__;__Entity__;RiskFactor"
"555","d67b7915-49f6-4bb6-9342-7482dfb91536:4","foreign exchange rates","37","__KGBuilder__;__Entity__;RiskFactor"
"556","d67b7915-49f6-4bb6-9342-7482dfb91536:5","interest rates","37","__KGBuilder__;__Entity__;RiskFactor"
"557","d67b7915-49f6-4bb6-9342-7482dfb91536:6","credit risk","37","__KGBuilder__;__Entity__;RiskFactor"
"558","d67b7915-49f6-4bb6-9342-7482dfb91536:7","equity prices","37","__KGBuilder__;__Entity__;RiskFactor"
"565","91e0691d-aeff-4ba6-8a6b-638e8bc34825:6","Foreign currency - Revenue","38","__KGBuilder__;__Entity__;RiskFactor"
"566","91e0691d-aeff-4ba6-8a6b-638e8bc34825:7","Foreign currency - Investments","38","__KGBuilder__;__Entity__;RiskFactor"
"567","91e0691d-aeff-4ba6-8a6b-638e8bc34825:8","Interest rate","38","__KGBuilder__;__Entity__;RiskFactor"
"568","91e0691d-aeff-4ba6-8a6b-638e8bc34825:9","Credit","38","__KGBuilder__;__Entity__;RiskFactor"
"569","91e0691d-aeff-4ba6-8a6b-638e8bc34825:10","Equity","38","__KGBuilder__;__Entity__;RiskFactor"
"594","c971f989-dd8d-4867-a181-83c04bb9d024:1","wildfires","0","__KGBuilder__;__Entity__;RiskFactor"
"599","c971f989-dd8d-4867-a181-83c04bb9d024:5","forward-looking statements","0","__KGBuilder__;__Entity__;RiskFactor"
"600","c971f989-dd8d-4867-a181-83c04bb9d024:6","triple bottom line","0","__KGBuilder__;__Entity__;RiskFactor"
"601","c221872c-3154-4864-a54d-f94eb9797669:5","consulting services","42","__KGBuilder__;__Entity__;RiskFactor"
"607","c221872c-3154-4864-a54d-f94eb9797669:11","significant level of integration and interdependency","42","__KGBuilder__;__Entity__;RiskFactor"
"611","3d7fafe9-ddc3-4d9b-8116-2619c799ccb8:1","climate-driven changes in precipitation and sea-level rise","2","__KGBuilder__;__Entity__;RiskFactor"
"623","3d7fafe9-ddc3-4d9b-8116-2619c799ccb8:3","GHG emissions","2","__KGBuilder__;__Entity__;RiskFactor"
"626","8e28c63f-1806-4b2b-8193-720d586bd7cf:1","currency risks","53","__KGBuilder__;__Entity__;RiskFactor"
"627","8e28c63f-1806-4b2b-8193-720d586bd7cf:2","interest rate risks","53","__KGBuilder__;__Entity__;RiskFactor"
"628","8e28c63f-1806-4b2b-8193-720d586bd7cf:3","market price risk","53","__KGBuilder__;__Entity__;RiskFactor"
"629","8e28c63f-1806-4b2b-8193-720d586bd7cf:4","credit exposures","53","__KGBuilder__;__Entity__;RiskFactor"
"630","8e28c63f-1806-4b2b-8193-720d586bd7cf:5","credit-risk-related contingent features","53","__KGBuilder__;__Entity__;RiskFactor"
"684","0d473daf-20ba-4c98-ac45-c7114db1d763:5","Unresolved IRS audit issues related to transfer pricing","61","__KGBuilder__;__Entity__;RiskFactor"
"685","0d473daf-20ba-4c98-ac45-c7114db1d763:6","Income taxes in various jurisdictions","61","__KGBuilder__;__Entity__;RiskFactor"
"692","85cb3685-f6f2-425a-80dd-686c2a05956f:1","U.S. Cell Phone Litigation","63","__KGBuilder__;__Entity__;RiskFactor"
"694","e5b26e5e-096a-4dbd-9ff5-263199538bbe:1","GDPR violations","64","__KGBuilder__;__Entity__;RiskFactor"
"721","566f7637-4143-438a-aa64-6d08f3c5eb88:1","wildfire mitigation","4","__KGBuilder__;__Entity__;RiskFactor"
"722","566f7637-4143-438a-aa64-6d08f3c5eb88:2","transportation electrification","4","__KGBuilder__;__Entity__;RiskFactor"
"727","73f135ee-f02f-4884-a8dc-3c744c8196fe:1","Revenue Recognition","70","__KGBuilder__;__Entity__;RiskFactor"
"729","566f7637-4143-438a-aa64-6d08f3c5eb88:6","energy storage","4","__KGBuilder__;__Entity__;RiskFactor"
"730","b69b97d6-c5bc-4c04-bbad-955f1057d148:1","Uncertain Tax Positions","71","__KGBuilder__;__Entity__;RiskFactor"
"732","566f7637-4143-438a-aa64-6d08f3c5eb88:7","environmental regulations","4","__KGBuilder__;__Entity__;RiskFactor"
"733","566f7637-4143-438a-aa64-6d08f3c5eb88:8","commodity prices","4","__KGBuilder__;__Entity__;RiskFactor"
"736","70b9baac-f19d-4d71-abe8-03cb776d9a43:1","wildfire activity","5","__KGBuilder__;__Entity__;RiskFactor"
