":ID","id","name","chunk_index:long",":LABEL"
"1244","d3ebbeac-bc80-4e3d-ad73-754677e3aa0f:6","customer credit trust","83","__KGBuilder__;__Entity__;Transaction"
"1249","75a791e7-fec0-408f-9c06-9d6839dc2fee:2","securitization transaction","84","__KGBuilder__;__Entity__;Transaction"
"1269","8f049296-2858-47f8-8996-8bf1bf293b8a:1","Transfer Non-Nuclear Generation Assets","86","__KGBuilder__;__Entity__;Transaction"
"1274","5199dec8-4be6-4ef2-8ac0-495e64d950d5:3","Federal funding through DOE's Civil Nuclear Credit Program","87","__KGBuilder__;__Entity__;Transaction"
"1382","22ef7550-0522-456e-aab2-830cb96f03d1:17","Repurchases of common stock","23","__KGBuilder__;__Entity__;Transaction"
"1383","22ef7550-0522-456e-aab2-830cb96f03d1:18","Sale of additional equity or convertible debt securities","23","__KGBuilder__;__Entity__;Transaction"
"1453","a6950d82-71b3-460a-96e2-f232c747ec3c:9","Termination of Arm Share Purchase Agreement","1","__KGBuilder__;__Entity__;Transaction"
"1504","716d5a47-15cc-4a87-8926-2a3cf18988f8:8","issued common shares","2","__KGBuilder__;__Entity__;Transaction"
"1512","d9c4dec0-49b0-4114-8f51-804014769002:10","Inception program","5","__KGBuilder__;__Entity__;Transaction"
"1531","3356f050-9b7d-4fb4-b36b-ad8cf5bc911f:3","acquisition termination of Arm","9","__KGBuilder__;__Entity__;Transaction"
"1662","62d4e7dc-413e-4187-9a0b-0d386fd52310:4","termination of the Share Purchase Agreement","25","__KGBuilder__;__Entity__;Transaction"
"1797","52e32ee0-f37d-4cf4-9a35-df7355c3bdcc:7","merchant finance offerings","2","__KGBuilder__;__Entity__;Transaction"
"1817","b45c632a-4a0c-4176-97ab-a2753f9ec89e:9","Arm acquisition termination cost","45","__KGBuilder__;__Entity__;Transaction"
"1918","e6dc7a82-700e-49c8-aa3e-2d0f01b60b31:4","Transfer of personal data of EEA individuals to the U.S.","21","__KGBuilder__;__Entity__;Transaction"
"1919","e6dc7a82-700e-49c8-aa3e-2d0f01b60b31:5","Standard Contractual Clauses (SCCs)","21","__KGBuilder__;__Entity__;Transaction"
"2072","f272374a-c333-42e1-9686-5a56cad756fa:10","issuance of long-term debt","49","__KGBuilder__;__Entity__;Transaction"
"2087","a50c9dbd-73c4-46cd-92d9-4725f67cfa6d:3","stock repurchase","51","__KGBuilder__;__Entity__;Transaction"
"2118","618fd554-84f5-4d42-9f7c-e18f6595c59d:3","Foreign currency exchange forward contracts","58","__KGBuilder__;__Entity__;Transaction"
