":START_ID",":END_ID",":TYPE"
"386","387","NEXT_CHUNK"
"387","388","NEXT_CHUNK"
"388","389","NEXT_CHUNK"
"389","390","NEXT_CHUNK"
"390","391","NEXT_CHUNK"
"391","392","NEXT_CHUNK"
"392","394","NEXT_CHUNK"
"394","395","NEXT_CHUNK"
"395","396","NEXT_CHUNK"
"396","397","NEXT_CHUNK"
"397","398","NEXT_CHUNK"
"398","400","NEXT_CHUNK"
"400","401","NEXT_CHUNK"
"401","402","NEXT_CHUNK"
"402","403","NEXT_CHUNK"
"403","416","NEXT_CHUNK"
"416","418","NEXT_CHUNK"
"418","422","NEXT_CHUNK"
"422","429","NEXT_CHUNK"
"429","435","NEXT_CHUNK"
"435","438","NEXT_CHUNK"
"438","440","NEXT_CHUNK"
"440","441","NEXT_CHUNK"
"441","442","NEXT_CHUNK"
"442","443","NEXT_CHUNK"
"443","444","NEXT_CHUNK"
"444","445","NEXT_CHUNK"
"445","446","NEXT_CHUNK"
"446","447","NEXT_CHUNK"
"447","448","NEXT_CHUNK"
"448","449","NEXT_CHUNK"
"449","457","NEXT_CHUNK"
"457","460","NEXT_CHUNK"
"460","466","NEXT_CHUNK"
"466","472","NEXT_CHUNK"
"472","478","NEXT_CHUNK"
"478","479","NEXT_CHUNK"
"479","483","NEXT_CHUNK"
"483","484","NEXT_CHUNK"
"484","485","NEXT_CHUNK"
"485","496","NEXT_CHUNK"
"496","497","NEXT_CHUNK"
"497","498","NEXT_CHUNK"
"498","500","NEXT_CHUNK"
"500","501","NEXT_CHUNK"
"501","502","NEXT_CHUNK"
"502","503","NEXT_CHUNK"
"503","505","NEXT_CHUNK"
"505","506","NEXT_CHUNK"
"506","507","NEXT_CHUNK"
"507","508","NEXT_CHUNK"
"508","514","NEXT_CHUNK"
"514","516","NEXT_CHUNK"
"516","521","NEXT_CHUNK"
"521","525","NEXT_CHUNK"
"525","529","NEXT_CHUNK"
"529","532","NEXT_CHUNK"
"532","535","NEXT_CHUNK"
"535","545","NEXT_CHUNK"
"545","546","NEXT_CHUNK"
"546","551","NEXT_CHUNK"
"551","552","NEXT_CHUNK"
"552","553","NEXT_CHUNK"
"553","559","NEXT_CHUNK"
"559","570","NEXT_CHUNK"
"570","576","NEXT_CHUNK"
"576","588","NEXT_CHUNK"
"588","591","NEXT_CHUNK"
"591","592","NEXT_CHUNK"
"609","610","NEXT_CHUNK"
"610","617","NEXT_CHUNK"
"617","645","NEXT_CHUNK"
"645","650","NEXT_CHUNK"
"650","653","NEXT_CHUNK"
"653","719","NEXT_CHUNK"
"719","720","NEXT_CHUNK"
"720","735","NEXT_CHUNK"
"735","737","NEXT_CHUNK"
"737","739","NEXT_CHUNK"
"739","741","NEXT_CHUNK"
"741","745","NEXT_CHUNK"
"745","751","NEXT_CHUNK"
"751","752","NEXT_CHUNK"
"752","756","NEXT_CHUNK"
"756","760","NEXT_CHUNK"
"760","761","NEXT_CHUNK"
"761","765","NEXT_CHUNK"
"765","766","NEXT_CHUNK"
"766","769","NEXT_CHUNK"
"769","779","NEXT_CHUNK"
"779","781","NEXT_CHUNK"
"781","782","NEXT_CHUNK"
"782","783","NEXT_CHUNK"
"783","784","NEXT_CHUNK"
"784","787","NEXT_CHUNK"
"787","788","NEXT_CHUNK"
"788","795","NEXT_CHUNK"
"795","801","NEXT_CHUNK"
"801","804","NEXT_CHUNK"
"804","816","NEXT_CHUNK"
"816","817","NEXT_CHUNK"
"820","841","NEXT_CHUNK"
"841","842","NEXT_CHUNK"
"842","877","NEXT_CHUNK"
"877","878","NEXT_CHUNK"
"878","879","NEXT_CHUNK"
"879","884","NEXT_CHUNK"
"884","894","NEXT_CHUNK"
"894","903","NEXT_CHUNK"
"903","915","NEXT_CHUNK"
"915","1405","NEXT_CHUNK"
"1071","1086","NEXT_CHUNK"
"1086","1105","NEXT_CHUNK"
"1105","1123","NEXT_CHUNK"
"1123","1190","NEXT_CHUNK"
"1190","1209","NEXT_CHUNK"
"1209","1210","NEXT_CHUNK"
"1210","1229","NEXT_CHUNK"
"1229","1239","NEXT_CHUNK"
"1239","1268","NEXT_CHUNK"
"1268","1271","NEXT_CHUNK"
"1271","1286","NEXT_CHUNK"
"1286","1339","NEXT_CHUNK"
"1339","1342","NEXT_CHUNK"
"1342","1345","NEXT_CHUNK"
"1345","1353","NEXT_CHUNK"
"1353","1357","NEXT_CHUNK"
"1357","1358","NEXT_CHUNK"
"1358","1363","NEXT_CHUNK"
"1363","1364","NEXT_CHUNK"
"1364","1365","NEXT_CHUNK"
"1365","1369","NEXT_CHUNK"
"1369","1370","NEXT_CHUNK"
"1370","1375","NEXT_CHUNK"
"1375","1384","NEXT_CHUNK"
"1384","1391","NEXT_CHUNK"
"1391","1399","NEXT_CHUNK"
"1399","1402","NEXT_CHUNK"
"1402","1407","NEXT_CHUNK"
"1407","1415","NEXT_CHUNK"
"1415","1416","NEXT_CHUNK"
"1416","1417","NEXT_CHUNK"
"1417","1427","NEXT_CHUNK"
"1427","1430","NEXT_CHUNK"
"1430","1431","NEXT_CHUNK"
"1431","1432","NEXT_CHUNK"
"1432","1435","NEXT_CHUNK"
"1435","1441","NEXT_CHUNK"
"1441","820","NEXT_CHUNK"
"1444","1455","NEXT_CHUNK"
"1524","1525","NEXT_CHUNK"
"1525","1526","NEXT_CHUNK"
"1526","1527","NEXT_CHUNK"
"1527","1528","NEXT_CHUNK"
"1528","1529","NEXT_CHUNK"
"1529","1533","NEXT_CHUNK"
"1533","1535","NEXT_CHUNK"
"1535","1537","NEXT_CHUNK"
"1537","1538","NEXT_CHUNK"
"1538","1541","NEXT_CHUNK"
"1541","1543","NEXT_CHUNK"
"1543","1545","NEXT_CHUNK"
"1545","1551","NEXT_CHUNK"
"1551","1552","NEXT_CHUNK"
"1552","1553","NEXT_CHUNK"
"1553","1554","NEXT_CHUNK"
"1554","1577","NEXT_CHUNK"
"1577","1582","NEXT_CHUNK"
"1582","1583","NEXT_CHUNK"
"1583","1589","NEXT_CHUNK"
"1588","1444","NEXT_CHUNK"
"1589","1591","NEXT_CHUNK"
"1591","1606","NEXT_CHUNK"
"1606","1611","NEXT_CHUNK"
"1611","1616","NEXT_CHUNK"
"1616","1618","NEXT_CHUNK"
"1618","1628","NEXT_CHUNK"
"1628","1629","NEXT_CHUNK"
"1629","1630","NEXT_CHUNK"
"1630","1638","NEXT_CHUNK"
"1638","1642","NEXT_CHUNK"
"1642","1645","NEXT_CHUNK"
"1645","1647","NEXT_CHUNK"
"1647","1649","NEXT_CHUNK"
"1649","1653","NEXT_CHUNK"
"1653","1658","NEXT_CHUNK"
"1658","1661","NEXT_CHUNK"
"1661","1663","NEXT_CHUNK"
"1663","1664","NEXT_CHUNK"
"1664","1669","NEXT_CHUNK"
"1669","1670","NEXT_CHUNK"
"1670","1671","NEXT_CHUNK"
"1671","1674","NEXT_CHUNK"
"1674","1675","NEXT_CHUNK"
"1675","1678","NEXT_CHUNK"
"1678","1684","NEXT_CHUNK"
"1684","1685","NEXT_CHUNK"
"1685","1689","NEXT_CHUNK"
"1689","1691","NEXT_CHUNK"
"1691","1699","NEXT_CHUNK"
"1699","1718","NEXT_CHUNK"
"1705","1813","NEXT_CHUNK"
"1718","1719","NEXT_CHUNK"
"1719","1724","NEXT_CHUNK"
"1724","1725","NEXT_CHUNK"
"1725","1726","NEXT_CHUNK"
"1726","1727","NEXT_CHUNK"
"1727","1729","NEXT_CHUNK"
"1729","1730","NEXT_CHUNK"
"1730","1731","NEXT_CHUNK"
"1731","1734","NEXT_CHUNK"
"1734","1732","NEXT_CHUNK"
"1740","1744","NEXT_CHUNK"
"1744","1776","NEXT_CHUNK"
"1776","1780","NEXT_CHUNK"
"1780","1798","NEXT_CHUNK"
"1798","1806","NEXT_CHUNK"
"1806","1829","NEXT_CHUNK"
"1813","1588","NEXT_CHUNK"
"1829","1834","NEXT_CHUNK"
"1834","1836","NEXT_CHUNK"
"1836","1843","NEXT_CHUNK"
"1843","1848","NEXT_CHUNK"
"1848","1849","NEXT_CHUNK"
"1849","1851","NEXT_CHUNK"
"1851","1854","NEXT_CHUNK"
"1854","1862","NEXT_CHUNK"
"1862","1868","NEXT_CHUNK"
"1868","1869","NEXT_CHUNK"
"1869","1870","NEXT_CHUNK"
"1920","1985","NEXT_CHUNK"
"1985","2000","NEXT_CHUNK"
"2000","1740","NEXT_CHUNK"
"2049","2052","NEXT_CHUNK"
"2052","2056","NEXT_CHUNK"
"2056","2058","NEXT_CHUNK"
"2058","2060","NEXT_CHUNK"
"2060","2061","NEXT_CHUNK"
"2061","2062","NEXT_CHUNK"
"2062","2073","NEXT_CHUNK"
"2073","2083","NEXT_CHUNK"
"2083","2084","NEXT_CHUNK"
"2084","2089","NEXT_CHUNK"
"2089","2095","NEXT_CHUNK"
"2095","2099","NEXT_CHUNK"
"2099","2100","NEXT_CHUNK"
"2100","2101","NEXT_CHUNK"
"2101","2102","NEXT_CHUNK"
"2102","2105","NEXT_CHUNK"
"2105","2108","NEXT_CHUNK"
"2108","2113","NEXT_CHUNK"
"2113","2114","NEXT_CHUNK"
"2114","2115","NEXT_CHUNK"
"2115","2119","NEXT_CHUNK"
"2119","2122","NEXT_CHUNK"
"2122","1920","NEXT_CHUNK"
